ID,Material_Description
975,"INSULATION GASKET KIT - 16"" - 150# - SMLS - ASTM A106 GR.B, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASME B16.5"
976,"CONTAINER ASSEMBLY - 3"" - 600# - DOUBLE COMPRESSION WITH PVC HOOD, DRAWING NO. PRJ-R5498-2031, ISO 9001"
977,"BALL VALVE - 3"" - 300# - SMLS - ASTM A106 GR.B, DRAWING NO. G3429.DRN.POT.001, ASTM A312"
978,"BELLOW - 4"" - 300# - FLANGED TO B-16.5 RF, DRAWING NO. G3429.DRN.POT.001, ASME B16.5"
979,"BARREL NIPPLE - 2"" - 150# - HOT DIP GALVANIZED, DRAWING NO. G3429.DRN.POT.001, ASTM A312"
980,"CABLE GLAND - 6"" - 300# - SMLS - ASTM A106 GR.B, DRAWING NO. PRJ-R5498-2037, ASME B16.21"
981,"CONTAINER ASSEMBLY - 3"" - 600# - SS-316, DRAWING NO. G3429.DRN.POT.001, ASME B16.21"
982,"CABLE GLAND - 4"" - 300# - DUAL CERTIFIED, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASME B16.21"
983,"BELLOW - 3"" - 150# - SMLS - ASTM A106 GR.B, DRAWING NO. PRJ-R5463-124, ASTM A312"
984,"SUCTION HEADER - 4"" - 300# - HOT DIP GALVANIZED, DRAWING NO. PRJ-R5463-124, ASME B16.5"
985,"AIR COOLED INTERCOOLER - 6"" - 150# - HOT DIP GALVANIZED, DRAWING NO. PRJ-R5498-2037, ASTM A312"
986,"ASSEMBLY COMPRESSOR - 6"" - 150# - HOT DIP GALVANIZED, DRAWING NO. PRJ-R5498-2037, ASTM A312"
987,"SPUR GEAR PINION SHAFT - 12"" - 150# - HOT DIP GALVANIZED, DRAWING NO. PRJ-R5498-2031, ASTM A312"
988,"MOVABLE STOOL - 3"" - 600# - FLANGED TO B-16.5 RF, DRAWING NO. PRJ-R5498-2037, ISO 9001"
989,"FIXED PORTABLE STOOL - 10"" - 150# - SS-316, DRAWING NO. G3429.DRN.POT.001, ASTM A312"
990,"MOVABLE STOOL - 10"" - 600# - DOUBLE ZP STEEL WASHERS, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASTM A312"
991,"FIXED PORTABLE STOOL - 8"" - 600# - SMLS - ASTM A106 GR.B, DRAWING NO. G3429.DRN.POT.001, ASME B16.21"
992,"FIXED PORTABLE STOOL - 6"" - 300# - DUAL CERTIFIED, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASTM A312"
993,"HOUSING BOTTOM - 6"" - 300# - SMLS - ASTM A106 GR.B, DRAWING NO. G3429.DRN.POT.001, ISO 9001"
994,"AIR COOLED INTERCOOLER - 3"" - 150# - DOUBLE COMPRESSION WITH PVC HOOD, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASME B16.21"
995,"SPUR GEAR PINION SHAFT - 20"" - 300# - FLANGED TO B-16.5 RF, DRAWING NO. G3429.DRN.POT.001, ASME B16.21"
996,"CONTAINER ASSEMBLY - 10"" - 150# - SS-316, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASME B16.5"
997,"SUCTION HEADER - 20"" - 600# - FLANGED TO B-16.5 RF, DRAWING NO. PRJ-R5498-2037, ASTM A312"
998,"BARREL NIPPLE - 4"" - 600# - DUAL CERTIFIED, DRAWING NO. G3429.DRN.POT.001, ASTM A312"
999,"CABLE GLAND - 16"" - 150# - DUAL CERTIFIED, DRAWING NO. PRJ-R5463-124, ASTM A312"
1000,"CONTAINER ASSEMBLY - 4"" - 300# - G-10 RETAINER W/PTFE SEALING, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ISO 9001"
